"y","S","x1","x2","x3","W"
"1","1",2.20251878742791,-0.522328336404083,"0",0.133928571428571
"1","1",-0.046695064196484,0.967261606816207,"1",0.133928571428571
"1","1",0.428086008211145,-0.575081293016543,"0",0.133928571428571
"1","1",-0.289345740487715,0.120319201104006,"1",0.133928571428571
"3","2",-1.3794012651217,0.192195644199897,"0",0.394736842105263
"3","1",0.0546405864375343,1.24767484951129,"0",0.133928571428571
"1","1",0.403348975293793,-2.02238470969696,"1",0.133928571428571
"1","1",0.0455760567500878,-1.08430955029951,"1",0.133928571428571
"1","1",1.37974323569457,-1.18034405003537,"1",0.133928571428571
"3","2",1.46361495156767,1.64295928985112,"0",0.394736842105263
"1","1",-0.137595764615384,0.364037939690686,"0",0.133928571428571
"3","2",-0.683394099441071,0.307361480956209,"1",0.394736842105263
"3","2",-0.402454898151168,0.796827533889208,"0",0.394736842105263
"3","2",-1.39818495821602,2.1861090962828,"1",0.394736842105263
"3","1",0.80467279526243,0.376536706183845,"1",0.133928571428571
"3","2",0.133774770571022,1.14002711094821,"1",0.394736842105263
"1","1",0.912928102806168,0.0168461778037995,"1",0.133928571428571
"3","1",-0.108554728588406,-0.544941962102271,"0",0.133928571428571
"1","1",-0.599614506125678,-0.044941640816972,"1",0.133928571428571
"1","1",-1.21058437195814,-0.345531179860984,"1",0.133928571428571
"3","1",0.887612059502859,-0.0375299645497124,"0",0.133928571428571
"2","2",1.40608250557543,1.79794280580004,"1",0.394736842105263
"3","1",-0.975314350161061,-0.0135877259242129,"0",0.133928571428571
"3","2",0.869722375027978,0.23350579321656,"0",0.394736842105263
"1","1",0.33130316895203,-1.16388609588635,"0",0.133928571428571
"3","1",1.09291493062189,1.15304352691241,"0",0.133928571428571
"1","1",1.23219987505965,0.571378265728749,"0",0.133928571428571
"3","2",0.174199955228741,-0.126450593815459,"0",0.394736842105263
"1","1",-0.139398702109579,0.448053690622767,"1",0.133928571428571
"1","1",-0.702099665328086,-0.992033838052629,"0",0.133928571428571
"1","1",-1.0524967806643,-1.1840153143103,"0",0.133928571428571
"1","1",1.03746667658182,0.230970861113114,"1",0.133928571428571
"3","1",0.532606735736154,1.95795986028098,"0",0.133928571428571
"1","1",-1.17808537929967,0.613675260437966,"1",0.133928571428571
"3","1",0.63166957810781,-1.34212401448042,"0",0.133928571428571
"1","1",0.148674282409929,-0.0757942420629124,"1",0.133928571428571
"3","2",-0.560783161258399,0.326115259302181,"1",0.394736842105263
"1","1",-0.342541792371775,0.77880276561756,"1",0.133928571428571
"3","1",-0.119902573960263,2.15045096416572,"1",0.133928571428571
"1","1",-2.45547933198164,-1.11280140640669,"1",0.133928571428571
"3","2",0.546106002311972,0.430684830238969,"0",0.394736842105263
"3","1",-0.961023838501312,1.14745470076223,"0",0.133928571428571
"1","2",0.989472100385069,-0.15096274208933,"1",0.394736842105263
"1","1",-1.85028189215633,-0.690195894559231,"1",0.133928571428571
"1","1",0.868303111602956,0.439437499029607,"0",0.133928571428571
"1","1",-0.123637898940035,-1.39671940668075,"0",0.133928571428571
"3","1",-1.32797720825652,0.0201432297649936,"1",0.133928571428571
"3","1",-1.09893603393241,-0.1649077527794,"0",0.133928571428571
"1","1",0.482857816971052,0.942799576303146,"1",0.133928571428571
"2","2",0.878533200088165,1.51120392076012,"1",0.394736842105263
"1","1",1.49104243002003,0.16511820627245,"0",0.133928571428571
"1","1",0.439004184752203,-0.865244942986266,"1",0.133928571428571
"1","1",-0.189124961920558,-0.211407847246984,"0",0.133928571428571
"3","1",-1.67572553140015,0.741080290175045,"0",0.133928571428571
"1","1",0.8261432100164,0.395961145575862,"1",0.133928571428571
"1","1",0.772773266773556,-0.896603948574776,"0",0.133928571428571
"1","1",0.129039692409017,1.17962808256395,"0",0.133928571428571
"3","2",-1.32558502893285,1.24341414354827,"0",0.394736842105263
"3","2",0.378531655758153,-1.27375910805559,"1",0.394736842105263
"1","1",-0.367993350035044,-0.623360378882979,"1",0.133928571428571
"3","1",0.476876083047263,0.399569493344833,"0",0.133928571428571
"3","1",0.275909436812527,1.37156662893366,"1",0.133928571428571
"1","1",-0.0439083141555086,-0.605886103552431,"0",0.133928571428571
"1","1",-1.13629263867318,-0.899448589087383,"1",0.133928571428571
"1","1",0.357488642440032,-0.414072663619573,"1",0.133928571428571
"1","2",-0.19595053359846,1.11242785100567,"0",0.394736842105263
"1","1",0.52597076422704,-0.433473232967863,"0",0.133928571428571
"1","1",0.726008995127209,-0.632582738698632,"0",0.133928571428571
"1","1",1.33951085118418,-0.191923801341831,"0",0.133928571428571
"3","1",0.227369508596603,-0.736919307900615,"0",0.133928571428571
"3","1",0.292070228027787,0.629814926617039,"1",0.133928571428571
"1","1",-0.296742098706066,-0.836149804724738,"0",0.133928571428571
"1","1",1.09233244971088,-0.856991462612944,"1",0.133928571428571
"1","1",0.455954372130861,-0.222022653452512,"1",0.133928571428571
"3","2",-0.473993542053466,1.84553533056915,"1",0.394736842105263
"3","1",-1.36698446541975,-1.48126159944715,"0",0.133928571428571
"1","1",0.735800288139874,-0.499343483722775,"1",0.133928571428571
"2","1",0.762531510756792,-0.957528445865818,"0",0.133928571428571
"1","1",0.129231757482977,0.32969938028457,"0",0.133928571428571
"3","2",-1.61141690903338,1.32592335894047,"1",0.394736842105263
"3","1",-1.53741503719692,-0.69731603508603,"0",0.133928571428571
"1","1",-0.277901845560558,0.718842330876126,"1",0.133928571428571
"1","1",0.500538658626283,1.63069533595094,"1",0.133928571428571
"3","1",0.632859854005309,0.25908089619708,"0",0.133928571428571
"3","2",2.24457764080658,0.551343916096886,"0",0.394736842105263
"2","2",1.27620145258995,-0.396668372418468,"1",0.394736842105263
"3","1",-0.73304971302552,-0.0119803610128057,"0",0.133928571428571
"3","1",-1.98773628994993,1.33858135200076,"0",0.133928571428571
"3","1",0.354199265767732,-0.422159967581436,"0",0.133928571428571
"1","1",1.26204411339751,0.615187963944572,"0",0.133928571428571
"3","1",-0.261521382908773,0.575027794545467,"1",0.133928571428571
"1","1",-1.54143364242124,-0.373290721961649,"1",0.133928571428571
"1","1",1.19189588204576,-0.938782650897239,"0",0.133928571428571
"1","1",-0.0147024370652788,-1.26196956202758,"0",0.133928571428571
"3","1",0.837007564024419,0.122873645453596,"0",0.133928571428571
"1","1",0.492212517982886,-1.09601249551283,"1",0.133928571428571
"1","1",-0.13671014960002,1.38970708410327,"1",0.133928571428571
"1","1",-0.0272162477323031,-0.104136118152338,"1",0.133928571428571
"1","1",1.35700416679661,-0.32325901221908,"0",0.133928571428571
"1","1",-0.613799925794056,-1.13161986698876,"0",0.133928571428571
"1","1",0.0792386669500604,0.157697286642165,"0",0.133928571428571
"1","1",-1.13615590247989,-0.929377498435412,"1",0.133928571428571
"1","1",0.759748599499668,0.606842756451106,"1",0.133928571428571
"1","1",-0.139935382048923,0.964830360677041,"1",0.133928571428571
"3","1",-1.10829722116266,1.24824878995278,"1",0.133928571428571
"3","2",-1.52116201919907,0.45467314864376,"1",0.394736842105263
"1","1",0.51205815278768,0.34717274241289,"1",0.133928571428571
"3","1",-0.832512477380576,1.43068417184635,"0",0.133928571428571
"3","1",-0.269993999678207,-1.77846073086409,"0",0.133928571428571
"1","1",-0.790451421401538,-0.201307395717775,"1",0.133928571428571
"3","1",-0.361495160990318,0.861037965205231,"0",0.133928571428571
"1","1",0.341735062511783,0.412533851776362,"1",0.133928571428571
"3","1",-0.628774127905262,0.561517779575473,"0",0.133928571428571
"1","1",-0.465010510226038,-0.00651581325212111,"1",0.133928571428571
"1","1",-0.138857534320799,-0.00690623603660284,"1",0.133928571428571
"1","1",0.895805490533995,0.831321174462865,"1",0.133928571428571
"3","2",-0.0642360612706557,0.595007942201855,"1",0.394736842105263
"3","2",-0.701416934019668,-0.851797804985017,"0",0.394736842105263
"3","2",0.0451112602218515,0.603473879265074,"0",0.394736842105263
"1","1",-0.848218986047195,-1.17128240727869,"1",0.133928571428571
"1","1",0.794487114392036,-1.33464234054826,"1",0.133928571428571
"2","1",1.02580940553321,0.383661687207492,"1",0.133928571428571
"1","1",0.763538412758265,0.037251192191118,"1",0.133928571428571
"1","1",-0.152117229445427,-0.634983841820638,"0",0.133928571428571
"3","2",-0.701297515910329,0.973403432593754,"0",0.394736842105263
"1","1",0.764488480783727,-0.951868298874898,"1",0.133928571428571
"3","2",0.643627685187626,0.917280630856055,"1",0.394736842105263
"1","1",-0.291329974990164,0.463688635012026,"0",0.133928571428571
"1","1",-0.418552829699992,-0.605280407617847,"1",0.133928571428571
"3","2",-1.57776908360346,0.896501903749255,"1",0.394736842105263
"1","1",-0.611044505426759,0.623519336141151,"1",0.133928571428571
"3","1",-1.30057251397539,1.08759954366001,"1",0.133928571428571
"3","1",-0.871561455195367,0.191247552419656,"0",0.133928571428571
"2","2",1.36946692430271,0.220025462589155,"1",0.394736842105263
"1","1",-0.555432811408715,-0.326886874410578,"1",0.133928571428571
"1","1",1.08072434219236,-1.02751092500984,"1",0.133928571428571
"3","1",-1.58891757241722,-0.609741703758515,"0",0.133928571428571
"3","2",-1.01138981724757,0.399242293482672,"0",0.394736842105263
"3","2",-0.715937510194014,0.0520200050138684,"0",0.394736842105263
"3","1",-1.74605579378215,0.567443803289045,"0",0.133928571428571
"3","1",1.13641920285074,-0.350471345456462,"0",0.133928571428571
"3","2",0.314739186848551,0.221823453390008,"0",0.394736842105263
"1","1",0.298112102731822,1.56420153822036,"1",0.133928571428571
"1","1",-1.13178026128828,-1.5881279408915,"1",0.133928571428571
"1","1",-1.75522715386894,-1.07431527835834,"0",0.133928571428571
"3","2",-0.405627094858269,-1.14907479452397,"0",0.394736842105263
"1","1",-0.396781699601738,0.260855352964485,"1",0.133928571428571
"3","1",0.405407187528024,0.946733308710189,"0",0.133928571428571
"1","1",-0.550161998659617,0.250164544621864,"1",0.133928571428571
"1","1",-0.302219367643508,0.620871693068004,"1",0.133928571428571
"1","1",1.0609601728916,-0.847136266632126,"1",0.133928571428571
"2","2",0.159938225077572,-0.646004840330553,"1",0.394736842105263
"1","2",-2.52761130830503,-0.0904730673402837,"1",0.394736842105263
"1","1",-1.01892968067602,0.29793633706889,"0",0.133928571428571
"1","1",-1.5028810160588,-0.937755843268245,"1",0.133928571428571
"3","1",0.837447776158456,-0.105236161075332,"0",0.133928571428571
"3","2",0.845604977897837,2.21230436109012,"0",0.394736842105263
"1","1",-0.537890763236196,-0.0523481612395862,"1",0.133928571428571
"2","2",-0.0340532923529584,-0.548545642683007,"1",0.394736842105263
"3","2",-0.0831388093228752,0.227557437908044,"0",0.394736842105263
"3","1",-0.709418471292043,-0.982421925461628,"0",0.133928571428571
"3","1",0.142359184964817,0.599450708953109,"0",0.133928571428571
"3","2",0.41850141442111,-0.0812137112239941,"0",0.394736842105263
"3","2",0.13436325279671,0.529261975242006,"1",0.394736842105263
"1","1",-0.610528313796196,-1.25375420692834,"0",0.133928571428571
"3","1",-1.24862476388687,-0.0780470382051008,"0",0.133928571428571
"1","1",0.930105130213214,-1.13030892191141,"0",0.133928571428571
"3","1",-0.870269501293411,1.25861827233049,"0",0.133928571428571
"1","1",1.74560962482594,-0.151078561908185,"0",0.133928571428571
"1","1",0.960518602137556,0.394705830477476,"1",0.133928571428571
"3","1",-1.51424775193645,1.23259477735457,"0",0.133928571428571
"1","1",0.204174275523597,1.1558566305151,"1",0.133928571428571
"3","1",-0.401917373706691,1.53349046682969,"0",0.133928571428571
"1","1",0.162369151654545,-0.724029794367604,"0",0.133928571428571
"1","1",-1.46362104656198,-0.917049631002744,"0",0.133928571428571
"1","1",0.241066828402459,-1.32861380187202,"1",0.133928571428571
"1","2",-0.420563605795856,-1.39812878203954,"1",0.394736842105263
"1","1",-1.27693437592592,0.348476177613657,"1",0.133928571428571
"1","1",-0.59622126772122,0.0507136435601136,"1",0.133928571428571
"3","2",-1.74624088079739,-0.188997884752714,"1",0.394736842105263
"1","1",0.230828791211334,-0.838577741728425,"1",0.133928571428571
"3","1",0.775074681347233,0.344164456037798,"0",0.133928571428571
